Redox and Voltage	redox (H2O2)	redox (H<sub>2</sub>O<sub>2</sub>)	HyPer	HyPer	Single FP-based extrinsic biosensors 					16554833	Lukyanov S
Redox and Voltage	redox (H2O2)	redox (H<sub>2</sub>O<sub>2</sub>)	Hyper2	Hyper2	Single FP-based extrinsic biosensors 					20692175	Belousov VV
Redox and Voltage	redox (H2O2)	redox (H<sub>2</sub>O<sub>2</sub>)	mt-cpYFP	mt-cpYFP	Single FP-based extrinsic biosensors 					18662543	Cheng H
Redox and Voltage	redox (superoxide)	redox (superoxide)	cpYFP	cpYFP	Single FP-based intrinsic biosensors					18662543	Cheng H
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-Ras	Raichu-Ras	FRET-based biosensors 				CFP and YFP	11429608, 12860967	Matsuda, M, Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-Rap1	Raichu-Rap1	FRET-based biosensors 				CFP and YFP	11429608, 12860967	Matsuda, M, Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-Rac	Raichu-Rac	FRET-based biosensors 				CFP and YFP	12192056, 12860967	Matsuda, M, Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-Cdc42	Raichu-Cdc42	FRET-based biosensors 				CFP and YFP	12192056, 12860967	Matsuda, M, Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-CRIB	Raichu-CRIB	FRET-based biosensors 				CFP and YFP	12192056	Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-RhoA	Raichu-RhoA	FRET-based biosensors 				CFP and YFP	12860967	Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-RBD	Raichu-RBD	FRET-based biosensors 				CFP and YFP	12860967	Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	Raichu-RalA	Raichu-RalA	FRET-based biosensors 				CFP and YFP	17052213	Matsuda, M
Protein Activation and Conformation	Rho family GTPase activation	Rho family GTPase activation	RhoA biosensor commentary	RhoA biosensor commentary	FRET-based biosensors 				CFP and YFP	15020671, 16547516	Hahn KM, Hahn KM
Metabolites	ribose	ribose	FLIPrib sensors	FLIPrib sensors	FRET-based biosensors 					14550551	Lalonde S
Kinase activity	Src	Src	Src reporter	Src reporter	FRET-based biosensors 					17284441	Umezawa Y
Kinase activity	Src	Src	Srcus	Srcus	FRET-based biosensors 					15846350	Chien S
Metabolites	sucrose	sucrose	FLIPsuc sensors	FLIPsuc sensors	FRET-based biosensors 					16912038	Frommer WB
Metabolites	tryptophan	tryptophan	FLIPW sensors	FLIPW sensors	FRET-based biosensors 					17896864	Frommer WB
Enzyme Activity (Non-Kinase)	various proteases	various proteases	donor FP-substrate-acceptor FP	donor FP-substrate-acceptor FP	FRET-based biosensors 					9518501	Luo Y
Redox and Voltage	voltage	voltage	FlaSh	FlaSh	Single FP-based extrinsic biosensors 					12496128, 12695102, 9354320	Isacoff EY, Sakai R, Isacoff EY
Redox and Voltage	voltage	voltage	Flare	Flare	Single FP-based extrinsic biosensors 					12695102, 9354320	Sakai R, Isacoff EY
Redox and Voltage	voltage	voltage	SPARC	SPARC	Single FP-based extrinsic biosensors 					11751337, 12695102, 9354320	Pieribone VA, Sakai R, Isacoff EY
Redox and Voltage	voltage	voltage	VSFP-cpEGFP 	VSFP-cpEGFP 	Single FP-based extrinsic biosensors 					12695102, 9354320	Sakai R, Isacoff EY
Redox and Voltage	voltage	voltage	VSFPs	VSFPs	FRET-based biosensors 					11454036, 20622860, 17487283, 18575613	Knöpfel T, Knöpfel T, Knöpfel T, Knöpfel T
Redox and Voltage	voltage	voltage	Mermaid	Mermaid	FRET-based biosensors 					18622396	Miyawaki A
Redox and Voltage	voltage	voltage	FlaSh-CFP/YFP	FlaSh-CFP/YFP	FRET-based biosensors 					12496128	Isacoff EY
Protein Activation and Conformation	Wiskott -Aldrich syndrome protein (WASP) conformation	Wiskott -Aldrich syndrome protein (WASP) conformation	Cdc42-GEF sensors	Cdc42-GEF sensors	FRET-based biosensors 					12680752	Rosen MK
Ions	Zn2+	Zn<sup>2+</sup>	CLY9-2His	CLY9-2His	FRET-based biosensors 					18502789	Merkx M
Ions	Zn2+	Zn<sup>2+</sup>	CALWY	CALWY	FRET-based biosensors 					17335212	Merkx M
Ions	Zn2+	Zn<sup>2+</sup>	eCALWYs	eCALWYs	FRET-based biosensors 			Pancreatic beta-cells		21613223, 19718032	Rutter GA, Merkx M
Ions	Zn2+	Zn<sup>2+</sup>	Cys2His2	Cys2His2	FRET-based biosensors 			Neurons		19363034	Palmer AE
Redox and Voltage	voltage	voltage	PROPS	PROPS	Single FP-based intrinsic biosensors			E coli 	Proteorhodopsin	21764748	Cohen AE
Ions	Zn2+	Zn<sup>2+</sup>	ZapCY	ZapCY	FRET-based biosensors 			HELA cells (Cytosol, Golgi, ER)		21502528	Palmer AE
Ions	Cd2+	Cd<sup>2+</sup>	Cd-FRET-2	Cd-FRET-2	FRET-based biosensors 					21986860	Merkx M
Ions	Zn2+	Zn<sup>2+</sup>	ZinCh	ZinCh	FRET-based biosensors 					17936298	Merkx M
